,instance,goal,adm_result,stb_result,is_trivial
3938,exp_cycles_depvary_step5_batch_yyy04.pl,r6,no,no,yes
3939,exp_cycles_depvary_step5_batch_yyy04.pl,e5,no,no,yes
3940,exp_cycles_depvary_step5_batch_yyy05.pl,v2,no,no,no
3941,exp_cycles_depvary_step5_batch_yyy05.pl,r5,no,no,yes
3942,exp_cycles_depvary_step5_batch_yyy05.pl,y6,no,no,yes
3943,exp_cycles_depvary_step5_batch_yyy05.pl,c2,yes,no,no
3944,exp_cycles_depvary_step5_batch_yyy05.pl,a5,no,no,yes
3945,exp_cycles_depvary_step5_batch_yyy05.pl,b1,no,no,no
3946,exp_cycles_depvary_step5_batch_yyy05.pl,t2,yes,no,no
3947,exp_cycles_depvary_step5_batch_yyy05.pl,z2,yes,no,no
3948,exp_cycles_depvary_step5_batch_yyy05.pl,q3,no,no,no
3949,exp_cycles_depvary_step5_batch_yyy05.pl,y2,no,no,no
3950,exp_cycles_depvary_step5_batch_yyy06.pl,u5,no,no,yes
3951,exp_cycles_depvary_step5_batch_yyy06.pl,t5,no,no,yes
3952,exp_cycles_depvary_step5_batch_yyy06.pl,y4,no,no,yes
3953,exp_cycles_depvary_step5_batch_yyy06.pl,v6,no,no,yes
3954,exp_cycles_depvary_step5_batch_yyy06.pl,s5,no,no,yes
3955,exp_cycles_depvary_step5_batch_yyy06.pl,c2,no,no,no
3956,exp_cycles_depvary_step5_batch_yyy06.pl,p3,yes,no,no
3957,exp_cycles_depvary_step5_batch_yyy06.pl,c6,no,no,yes
3958,exp_cycles_depvary_step5_batch_yyy06.pl,d2,yes,no,no
3959,exp_cycles_depvary_step5_batch_yyy06.pl,a3,no,no,no
3960,exp_cycles_depvary_step5_batch_yyy07.pl,u6,no,no,yes
3961,exp_cycles_depvary_step5_batch_yyy07.pl,q6,no,no,yes
3962,exp_cycles_depvary_step5_batch_yyy07.pl,d3,yes,yes,no
3963,exp_cycles_depvary_step5_batch_yyy07.pl,z4,no,no,yes
3964,exp_cycles_depvary_step5_batch_yyy07.pl,f3,yes,yes,no
3965,exp_cycles_depvary_step5_batch_yyy07.pl,p2,no,no,yes
3966,exp_cycles_depvary_step5_batch_yyy07.pl,f4,no,no,yes
3967,exp_cycles_depvary_step5_batch_yyy07.pl,e2,no,no,no
3968,exp_cycles_depvary_step5_batch_yyy07.pl,p6,no,no,yes
3969,exp_cycles_depvary_step5_batch_yyy07.pl,f2,no,no,no
3970,exp_cycles_depvary_step5_batch_yyy08.pl,v2,yes,yes,no
3971,exp_cycles_depvary_step5_batch_yyy08.pl,d4,no,no,yes
3972,exp_cycles_depvary_step5_batch_yyy08.pl,u1,yes,yes,no
3973,exp_cycles_depvary_step5_batch_yyy08.pl,d3,yes,yes,no
3974,exp_cycles_depvary_step5_batch_yyy08.pl,f5,no,no,yes
3975,exp_cycles_depvary_step5_batch_yyy08.pl,y1,yes,yes,no
3976,exp_cycles_depvary_step5_batch_yyy08.pl,y6,no,no,yes
3977,exp_cycles_depvary_step5_batch_yyy08.pl,c3,yes,yes,no
3978,exp_cycles_depvary_step5_batch_yyy08.pl,t5,no,no,yes
3979,exp_cycles_depvary_step5_batch_yyy08.pl,s3,yes,yes,no
3980,exp_cycles_depvary_step5_batch_yyy09.pl,w5,no,no,yes
3981,exp_cycles_depvary_step5_batch_yyy09.pl,c2,no,no,no
3982,exp_cycles_depvary_step5_batch_yyy09.pl,v3,no,no,no
3983,exp_cycles_depvary_step5_batch_yyy09.pl,q7,no,no,yes
3984,exp_cycles_depvary_step5_batch_yyy09.pl,p6,no,no,yes
3985,exp_cycles_depvary_step5_batch_yyy09.pl,s4,no,no,yes
3986,exp_cycles_depvary_step5_batch_yyy09.pl,y4,no,no,yes
3987,exp_cycles_depvary_step5_batch_yyy09.pl,x5,no,no,yes
3988,exp_cycles_depvary_step5_batch_yyy09.pl,c1,no,no,no
3989,exp_cycles_depvary_step5_batch_yyy09.pl,z2,yes,yes,no
3990,exp_cycles_depvary_step5_batch_yyy10.pl,p4,no,no,yes
3991,exp_cycles_depvary_step5_batch_yyy10.pl,u1,no,no,yes
3992,exp_cycles_depvary_step5_batch_yyy10.pl,t3,yes,yes,no
3993,exp_cycles_depvary_step5_batch_yyy10.pl,x2,no,no,yes
3994,exp_cycles_depvary_step5_batch_yyy10.pl,x5,no,no,yes
3995,exp_cycles_depvary_step5_batch_yyy10.pl,v3,yes,yes,no
3996,exp_cycles_depvary_step5_batch_yyy10.pl,s4,no,no,yes
3997,exp_cycles_depvary_step5_batch_yyy10.pl,y4,no,no,yes
3998,exp_cycles_depvary_step5_batch_yyy10.pl,y2,yes,yes,no
3999,exp_cycles_depvary_step5_batch_yyy10.pl,x1,no,no,yes
4000,exp_cycles_depvary_step6_batch_yyy01.pl,z5,no,no,yes
4001,exp_cycles_depvary_step6_batch_yyy01.pl,d3,yes,yes,no
4002,exp_cycles_depvary_step6_batch_yyy01.pl,s5,no,no,yes
4003,exp_cycles_depvary_step6_batch_yyy01.pl,z3,yes,yes,no
4004,exp_cycles_depvary_step6_batch_yyy01.pl,y5,no,no,yes
4005,exp_cycles_depvary_step6_batch_yyy01.pl,q2,no,no,no
4006,exp_cycles_depvary_step6_batch_yyy01.pl,t5,no,no,yes
4007,exp_cycles_depvary_step6_batch_yyy01.pl,s3,yes,yes,no
4008,exp_cycles_depvary_step6_batch_yyy01.pl,a6,no,no,yes
4009,exp_cycles_depvary_step6_batch_yyy01.pl,s4,no,no,yes
4010,exp_cycles_depvary_step6_batch_yyy02.pl,y4,no,no,yes
4011,exp_cycles_depvary_step6_batch_yyy02.pl,t3,no,no,no
4012,exp_cycles_depvary_step6_batch_yyy02.pl,z1,no,no,no
4013,exp_cycles_depvary_step6_batch_yyy02.pl,x2,no,no,yes
4014,exp_cycles_depvary_step6_batch_yyy02.pl,u3,no,no,no
4015,exp_cycles_depvary_step6_batch_yyy02.pl,d1,yes,yes,no
4016,exp_cycles_depvary_step6_batch_yyy02.pl,p7,no,no,yes
4017,exp_cycles_depvary_step6_batch_yyy02.pl,p5,no,no,yes
4018,exp_cycles_depvary_step6_batch_yyy02.pl,w2,no,no,no
4019,exp_cycles_depvary_step6_batch_yyy02.pl,u1,no,no,yes
4020,exp_cycles_depvary_step6_batch_yyy03.pl,d3,yes,yes,no
4021,exp_cycles_depvary_step6_batch_yyy03.pl,a5,no,no,yes
4022,exp_cycles_depvary_step6_batch_yyy03.pl,z4,no,no,yes
4023,exp_cycles_depvary_step6_batch_yyy03.pl,c1,no,no,no
4024,exp_cycles_depvary_step6_batch_yyy03.pl,a3,yes,yes,no
4025,exp_cycles_depvary_step6_batch_yyy03.pl,r2,yes,yes,no
4026,exp_cycles_depvary_step6_batch_yyy03.pl,x4,no,no,yes
4027,exp_cycles_depvary_step6_batch_yyy03.pl,p6,no,no,yes
4028,exp_cycles_depvary_step6_batch_yyy03.pl,y2,yes,yes,no
4029,exp_cycles_depvary_step6_batch_yyy03.pl,x6,no,no,yes
4030,exp_cycles_depvary_step6_batch_yyy04.pl,z6,no,no,yes
4031,exp_cycles_depvary_step6_batch_yyy04.pl,b3,no,no,no
4032,exp_cycles_depvary_step6_batch_yyy04.pl,c5,no,no,yes
4033,exp_cycles_depvary_step6_batch_yyy04.pl,e3,yes,yes,no
4034,exp_cycles_depvary_step6_batch_yyy04.pl,y2,yes,yes,no
4035,exp_cycles_depvary_step6_batch_yyy04.pl,y5,no,no,yes
4036,exp_cycles_depvary_step6_batch_yyy04.pl,t4,no,no,yes
4037,exp_cycles_depvary_step6_batch_yyy04.pl,s3,no,no,yes
4038,exp_cycles_depvary_step6_batch_yyy04.pl,d4,no,no,yes
4039,exp_cycles_depvary_step6_batch_yyy04.pl,x3,yes,yes,no
4040,exp_cycles_depvary_step6_batch_yyy05.pl,u6,no,no,yes
4041,exp_cycles_depvary_step6_batch_yyy05.pl,s3,no,no,yes
4042,exp_cycles_depvary_step6_batch_yyy05.pl,b2,no,no,no
4043,exp_cycles_depvary_step6_batch_yyy05.pl,w7,no,no,yes
4044,exp_cycles_depvary_step6_batch_yyy05.pl,q6,no,no,yes
4045,exp_cycles_depvary_step6_batch_yyy05.pl,x3,yes,yes,no
4046,exp_cycles_depvary_step6_batch_yyy05.pl,v6,no,no,yes
4047,exp_cycles_depvary_step6_batch_yyy05.pl,v5,no,no,yes
4048,exp_cycles_depvary_step6_batch_yyy05.pl,a5,no,no,yes
4049,exp_cycles_depvary_step6_batch_yyy05.pl,f2,no,no,no
4050,exp_cycles_depvary_step6_batch_yyy06.pl,u5,no,no,yes
4051,exp_cycles_depvary_step6_batch_yyy06.pl,w7,no,no,yes
4052,exp_cycles_depvary_step6_batch_yyy06.pl,z5,no,no,yes
4053,exp_cycles_depvary_step6_batch_yyy06.pl,y3,no,no,no
4054,exp_cycles_depvary_step6_batch_yyy06.pl,v1,no,no,no
4055,exp_cycles_depvary_step6_batch_yyy06.pl,x5,no,no,yes
4056,exp_cycles_depvary_step6_batch_yyy06.pl,u2,yes,no,no
4057,exp_cycles_depvary_step6_batch_yyy06.pl,a2,yes,no,no
4058,exp_cycles_depvary_step6_batch_yyy06.pl,a5,no,no,yes
4059,exp_cycles_depvary_step6_batch_yyy06.pl,b1,yes,no,no
4060,exp_cycles_depvary_step6_batch_yyy07.pl,t5,no,no,yes
4061,exp_cycles_depvary_step6_batch_yyy07.pl,s4,no,no,yes
4062,exp_cycles_depvary_step6_batch_yyy07.pl,b4,no,no,no
4063,exp_cycles_depvary_step6_batch_yyy07.pl,z1,yes,no,no
4064,exp_cycles_depvary_step6_batch_yyy07.pl,a4,yes,no,no
4065,exp_cycles_depvary_step6_batch_yyy07.pl,s1,yes,no,no
4066,exp_cycles_depvary_step6_batch_yyy07.pl,a2,no,no,no
4067,exp_cycles_depvary_step6_batch_yyy07.pl,p6,no,no,yes
4068,exp_cycles_depvary_step6_batch_yyy07.pl,w1,yes,no,no
4069,exp_cycles_depvary_step6_batch_yyy07.pl,p3,yes,no,no
4070,exp_cycles_depvary_step6_batch_yyy08.pl,b3,no,no,no
4071,exp_cycles_depvary_step6_batch_yyy08.pl,p4,no,no,no
4072,exp_cycles_depvary_step6_batch_yyy08.pl,e5,no,no,yes
4073,exp_cycles_depvary_step6_batch_yyy08.pl,q5,no,no,yes
4074,exp_cycles_depvary_step6_batch_yyy08.pl,b1,no,no,no
4075,exp_cycles_depvary_step6_batch_yyy08.pl,f5,no,no,yes
4076,exp_cycles_depvary_step6_batch_yyy08.pl,e2,yes,no,no
4077,exp_cycles_depvary_step6_batch_yyy08.pl,p1,yes,no,no
4078,exp_cycles_depvary_step6_batch_yyy08.pl,b6,no,no,yes
4079,exp_cycles_depvary_step6_batch_yyy08.pl,a1,no,no,no
4080,exp_cycles_depvary_step6_batch_yyy09.pl,p7,no,no,yes
4081,exp_cycles_depvary_step6_batch_yyy09.pl,q5,no,no,yes
4082,exp_cycles_depvary_step6_batch_yyy09.pl,w6,no,no,yes
4083,exp_cycles_depvary_step6_batch_yyy09.pl,e4,no,no,yes
4084,exp_cycles_depvary_step6_batch_yyy09.pl,x5,no,no,yes
4085,exp_cycles_depvary_step6_batch_yyy09.pl,r4,no,no,yes
4086,exp_cycles_depvary_step6_batch_yyy09.pl,y2,no,no,yes
4087,exp_cycles_depvary_step6_batch_yyy09.pl,q1,yes,yes,no
4088,exp_cycles_depvary_step6_batch_yyy09.pl,y6,no,no,yes
4089,exp_cycles_depvary_step6_batch_yyy09.pl,q2,no,no,yes
4090,exp_cycles_depvary_step6_batch_yyy10.pl,y4,no,no,yes
4091,exp_cycles_depvary_step6_batch_yyy10.pl,v6,no,no,yes
4092,exp_cycles_depvary_step6_batch_yyy10.pl,c6,no,no,yes
4093,exp_cycles_depvary_step6_batch_yyy10.pl,x1,no,no,yes
4094,exp_cycles_depvary_step6_batch_yyy10.pl,c3,yes,yes,no
4095,exp_cycles_depvary_step6_batch_yyy10.pl,t5,no,no,yes
4096,exp_cycles_depvary_step6_batch_yyy10.pl,c5,no,no,yes
4097,exp_cycles_depvary_step6_batch_yyy10.pl,b1,no,no,no
4098,exp_cycles_depvary_step6_batch_yyy10.pl,v4,no,no,yes
4099,exp_cycles_depvary_step6_batch_yyy10.pl,r4,no,no,yes
4100,exp_cycles_depvary_step7_batch_yyy01.pl,d5,no,no,yes
4101,exp_cycles_depvary_step7_batch_yyy01.pl,b2,no,no,no
4102,exp_cycles_depvary_step7_batch_yyy01.pl,d4,yes,yes,no
4103,exp_cycles_depvary_step7_batch_yyy01.pl,f1,yes,yes,no
4104,exp_cycles_depvary_step7_batch_yyy01.pl,u7,no,no,yes
4105,exp_cycles_depvary_step7_batch_yyy01.pl,q5,no,no,yes
4106,exp_cycles_depvary_step7_batch_yyy01.pl,p3,no,no,yes
4107,exp_cycles_depvary_step7_batch_yyy01.pl,q3,no,no,no
4108,exp_cycles_depvary_step7_batch_yyy01.pl,t5,no,no,yes
4109,exp_cycles_depvary_step7_batch_yyy01.pl,s3,no,no,no
4110,exp_cycles_depvary_step7_batch_yyy02.pl,u6,no,no,yes
4111,exp_cycles_depvary_step7_batch_yyy02.pl,b3,no,no,no
4112,exp_cycles_depvary_step7_batch_yyy02.pl,z5,no,no,yes
4113,exp_cycles_depvary_step7_batch_yyy02.pl,w5,no,no,yes
4114,exp_cycles_depvary_step7_batch_yyy02.pl,q5,no,no,yes
4115,exp_cycles_depvary_step7_batch_yyy02.pl,s2,no,no,yes
4116,exp_cycles_depvary_step7_batch_yyy02.pl,r1,no,no,no
4117,exp_cycles_depvary_step7_batch_yyy02.pl,y5,no,no,yes
4118,exp_cycles_depvary_step7_batch_yyy02.pl,x7,no,no,yes
4119,exp_cycles_depvary_step7_batch_yyy02.pl,q4,yes,no,no
4120,exp_cycles_depvary_step7_batch_yyy03.pl,w2,yes,no,no
4121,exp_cycles_depvary_step7_batch_yyy03.pl,b4,no,no,no
4122,exp_cycles_depvary_step7_batch_yyy03.pl,z1,no,no,no
4123,exp_cycles_depvary_step7_batch_yyy03.pl,e4,no,no,no
4124,exp_cycles_depvary_step7_batch_yyy03.pl,p3,no,no,yes
4125,exp_cycles_depvary_step7_batch_yyy03.pl,w4,no,no,yes
4126,exp_cycles_depvary_step7_batch_yyy03.pl,c6,no,no,yes
4127,exp_cycles_depvary_step7_batch_yyy03.pl,v4,yes,no,no
4128,exp_cycles_depvary_step7_batch_yyy03.pl,a1,no,no,no
4129,exp_cycles_depvary_step7_batch_yyy03.pl,y6,no,no,yes
4130,exp_cycles_depvary_step7_batch_yyy04.pl,u5,no,no,yes
4131,exp_cycles_depvary_step7_batch_yyy04.pl,z5,no,no,yes
4132,exp_cycles_depvary_step7_batch_yyy04.pl,q5,no,no,yes
4133,exp_cycles_depvary_step7_batch_yyy04.pl,x7,no,no,yes
4134,exp_cycles_depvary_step7_batch_yyy04.pl,v1,no,no,yes
4135,exp_cycles_depvary_step7_batch_yyy04.pl,f3,yes,yes,no
4136,exp_cycles_depvary_step7_batch_yyy04.pl,f4,yes,yes,no
4137,exp_cycles_depvary_step7_batch_yyy04.pl,x1,yes,yes,no
4138,exp_cycles_depvary_step7_batch_yyy04.pl,p4,no,no,no
4139,exp_cycles_depvary_step7_batch_yyy04.pl,d4,yes,yes,no
4140,exp_cycles_depvary_step7_batch_yyy05.pl,z6,no,no,yes
4141,exp_cycles_depvary_step7_batch_yyy05.pl,w1,no,no,no
4142,exp_cycles_depvary_step7_batch_yyy05.pl,r4,no,no,yes
4143,exp_cycles_depvary_step7_batch_yyy05.pl,y2,no,no,no
4144,exp_cycles_depvary_step7_batch_yyy05.pl,v3,no,no,no
4145,exp_cycles_depvary_step7_batch_yyy05.pl,y5,no,no,yes
4146,exp_cycles_depvary_step7_batch_yyy05.pl,p4,yes,yes,no
4147,exp_cycles_depvary_step7_batch_yyy05.pl,p5,no,no,yes
4148,exp_cycles_depvary_step7_batch_yyy05.pl,s2,no,no,no
4149,exp_cycles_depvary_step7_batch_yyy05.pl,a5,no,no,yes
4150,exp_cycles_depvary_step7_batch_yyy06.pl,t4,yes,yes,no
4151,exp_cycles_depvary_step7_batch_yyy06.pl,p5,no,no,yes
4152,exp_cycles_depvary_step7_batch_yyy06.pl,f1,no,no,no
4153,exp_cycles_depvary_step7_batch_yyy06.pl,c5,no,no,yes
4154,exp_cycles_depvary_step7_batch_yyy06.pl,t2,yes,yes,no
4155,exp_cycles_depvary_step7_batch_yyy06.pl,e3,yes,yes,no
4156,exp_cycles_depvary_step7_batch_yyy06.pl,y4,no,no,yes
4157,exp_cycles_depvary_step7_batch_yyy06.pl,v7,no,no,yes
4158,exp_cycles_depvary_step7_batch_yyy06.pl,y2,yes,yes,no
4159,exp_cycles_depvary_step7_batch_yyy06.pl,x6,no,no,yes
4160,exp_cycles_depvary_step7_batch_yyy07.pl,u5,no,no,yes
4161,exp_cycles_depvary_step7_batch_yyy07.pl,p4,yes,yes,no
4162,exp_cycles_depvary_step7_batch_yyy07.pl,f1,no,no,no
4163,exp_cycles_depvary_step7_batch_yyy07.pl,q4,yes,yes,no
4164,exp_cycles_depvary_step7_batch_yyy07.pl,a4,no,no,no
4165,exp_cycles_depvary_step7_batch_yyy07.pl,r1,yes,yes,no
4166,exp_cycles_depvary_step7_batch_yyy07.pl,a3,no,no,no
4167,exp_cycles_depvary_step7_batch_yyy07.pl,r2,yes,yes,no
4168,exp_cycles_depvary_step7_batch_yyy07.pl,y4,no,no,yes
4169,exp_cycles_depvary_step7_batch_yyy07.pl,v7,no,no,yes
4170,exp_cycles_depvary_step7_batch_yyy08.pl,v2,yes,yes,no
4171,exp_cycles_depvary_step7_batch_yyy08.pl,t3,yes,yes,no
4172,exp_cycles_depvary_step7_batch_yyy08.pl,x7,no,no,yes
4173,exp_cycles_depvary_step7_batch_yyy08.pl,a4,no,no,no
4174,exp_cycles_depvary_step7_batch_yyy08.pl,e4,yes,yes,no
4175,exp_cycles_depvary_step7_batch_yyy08.pl,f3,yes,yes,no
4176,exp_cycles_depvary_step7_batch_yyy08.pl,x5,no,no,yes
4177,exp_cycles_depvary_step7_batch_yyy08.pl,r7,no,no,yes
4178,exp_cycles_depvary_step7_batch_yyy08.pl,r3,yes,yes,no
4179,exp_cycles_depvary_step7_batch_yyy08.pl,x4,no,no,yes
4180,exp_cycles_depvary_step7_batch_yyy09.pl,t4,yes,yes,no
4181,exp_cycles_depvary_step7_batch_yyy09.pl,d3,no,no,no
4182,exp_cycles_depvary_step7_batch_yyy09.pl,c2,yes,yes,no
4183,exp_cycles_depvary_step7_batch_yyy09.pl,w1,yes,yes,no
4184,exp_cycles_depvary_step7_batch_yyy09.pl,f3,no,no,no
4185,exp_cycles_depvary_step7_batch_yyy09.pl,w3,yes,yes,no
4186,exp_cycles_depvary_step7_batch_yyy09.pl,a4,no,no,no
4187,exp_cycles_depvary_step7_batch_yyy09.pl,w6,no,no,yes
4188,exp_cycles_depvary_step7_batch_yyy09.pl,y1,yes,yes,no
4189,exp_cycles_depvary_step7_batch_yyy09.pl,d2,yes,yes,no
4190,exp_cycles_depvary_step7_batch_yyy10.pl,b2,yes,yes,no
4191,exp_cycles_depvary_step7_batch_yyy10.pl,d4,no,no,no
4192,exp_cycles_depvary_step7_batch_yyy10.pl,u1,no,no,no
4193,exp_cycles_depvary_step7_batch_yyy10.pl,v5,no,no,yes
4194,exp_cycles_depvary_step7_batch_yyy10.pl,q5,no,no,yes
4195,exp_cycles_depvary_step7_batch_yyy10.pl,p3,no,no,yes
4196,exp_cycles_depvary_step7_batch_yyy10.pl,c1,yes,yes,no
4197,exp_cycles_depvary_step7_batch_yyy10.pl,z3,yes,yes,no
4198,exp_cycles_depvary_step7_batch_yyy10.pl,r3,yes,yes,no
4199,exp_cycles_depvary_step7_batch_yyy10.pl,w3,no,no,no
4200,exp_cycles_depvary_step8_batch_yyy01.pl,u5,no,no,yes
4201,exp_cycles_depvary_step8_batch_yyy01.pl,t5,no,no,yes
4202,exp_cycles_depvary_step8_batch_yyy01.pl,x3,no,no,no
4203,exp_cycles_depvary_step8_batch_yyy01.pl,x7,no,no,yes
4204,exp_cycles_depvary_step8_batch_yyy01.pl,a3,no,no,no
4205,exp_cycles_depvary_step8_batch_yyy01.pl,r3,yes,no,no
4206,exp_cycles_depvary_step8_batch_yyy01.pl,y6,no,no,yes
4207,exp_cycles_depvary_step8_batch_yyy01.pl,q2,no,no,no
4208,exp_cycles_depvary_step8_batch_yyy01.pl,c2,yes,no,no
4209,exp_cycles_depvary_step8_batch_yyy01.pl,b1,no,no,no
4210,exp_cycles_depvary_step8_batch_yyy02.pl,t4,yes,no,no
4211,exp_cycles_depvary_step8_batch_yyy02.pl,z5,no,no,yes
4212,exp_cycles_depvary_step8_batch_yyy02.pl,u1,no,no,no
4213,exp_cycles_depvary_step8_batch_yyy02.pl,q5,no,no,yes
4214,exp_cycles_depvary_step8_batch_yyy02.pl,c1,no,no,no
4215,exp_cycles_depvary_step8_batch_yyy02.pl,u3,yes,no,no
4216,exp_cycles_depvary_step8_batch_yyy02.pl,y1,yes,no,no
4217,exp_cycles_depvary_step8_batch_yyy02.pl,a2,no,no,no
4218,exp_cycles_depvary_step8_batch_yyy02.pl,r7,no,no,yes
4219,exp_cycles_depvary_step8_batch_yyy02.pl,b6,no,no,yes
4220,exp_cycles_depvary_step8_batch_yyy03.pl,c4,no,no,no
4221,exp_cycles_depvary_step8_batch_yyy03.pl,p7,no,no,yes
4222,exp_cycles_depvary_step8_batch_yyy03.pl,d3,yes,yes,no
4223,exp_cycles_depvary_step8_batch_yyy03.pl,w6,no,no,yes
4224,exp_cycles_depvary_step8_batch_yyy03.pl,r5,no,no,yes
4225,exp_cycles_depvary_step8_batch_yyy03.pl,b5,no,no,no
4226,exp_cycles_depvary_step8_batch_yyy03.pl,x1,yes,yes,no
4227,exp_cycles_depvary_step8_batch_yyy03.pl,p1,no,no,no
4228,exp_cycles_depvary_step8_batch_yyy03.pl,c2,no,no,no
4229,exp_cycles_depvary_step8_batch_yyy03.pl,a5,no,no,no
4230,exp_cycles_depvary_step8_batch_yyy04.pl,s3,yes,yes,no
4231,exp_cycles_depvary_step8_batch_yyy04.pl,b2,no,no,no
4232,exp_cycles_depvary_step8_batch_yyy04.pl,v7,no,no,yes
4233,exp_cycles_depvary_step8_batch_yyy04.pl,x3,no,no,no
4234,exp_cycles_depvary_step8_batch_yyy04.pl,u7,no,no,yes
4235,exp_cycles_depvary_step8_batch_yyy04.pl,b1,yes,yes,no
4236,exp_cycles_depvary_step8_batch_yyy04.pl,w6,no,no,yes
4237,exp_cycles_depvary_step8_batch_yyy04.pl,p1,yes,yes,no
4238,exp_cycles_depvary_step8_batch_yyy04.pl,c1,no,no,no
4239,exp_cycles_depvary_step8_batch_yyy04.pl,z2,yes,yes,no
4240,exp_cycles_depvary_step8_batch_yyy05.pl,q6,no,no,yes
4241,exp_cycles_depvary_step8_batch_yyy05.pl,v5,no,no,yes
4242,exp_cycles_depvary_step8_batch_yyy05.pl,v1,yes,yes,no
4243,exp_cycles_depvary_step8_batch_yyy05.pl,r4,yes,yes,no
4244,exp_cycles_depvary_step8_batch_yyy05.pl,r1,no,no,no
4245,exp_cycles_depvary_step8_batch_yyy05.pl,z3,yes,yes,no
4246,exp_cycles_depvary_step8_batch_yyy05.pl,r3,no,no,no
4247,exp_cycles_depvary_step8_batch_yyy05.pl,y5,no,no,yes
4248,exp_cycles_depvary_step8_batch_yyy05.pl,x5,no,no,yes
4249,exp_cycles_depvary_step8_batch_yyy05.pl,t2,no,no,no
4250,exp_cycles_depvary_step8_batch_yyy06.pl,x3,no,no,no
4251,exp_cycles_depvary_step8_batch_yyy06.pl,b1,no,no,no
4252,exp_cycles_depvary_step8_batch_yyy06.pl,y3,no,no,no
4253,exp_cycles_depvary_step8_batch_yyy06.pl,w1,no,no,no
4254,exp_cycles_depvary_step8_batch_yyy06.pl,e1,no,no,no
4255,exp_cycles_depvary_step8_batch_yyy06.pl,q6,no,no,yes
4256,exp_cycles_depvary_step8_batch_yyy06.pl,x2,no,no,yes
4257,exp_cycles_depvary_step8_batch_yyy06.pl,f5,no,no,yes
4258,exp_cycles_depvary_step8_batch_yyy06.pl,c1,yes,yes,no
4259,exp_cycles_depvary_step8_batch_yyy06.pl,s6,no,no,yes
4260,exp_cycles_depvary_step8_batch_yyy07.pl,w5,no,no,yes
4261,exp_cycles_depvary_step8_batch_yyy07.pl,s2,yes,yes,no
4262,exp_cycles_depvary_step8_batch_yyy07.pl,q4,yes,yes,no
4263,exp_cycles_depvary_step8_batch_yyy07.pl,s7,no,no,yes
4264,exp_cycles_depvary_step8_batch_yyy07.pl,y6,no,no,yes
4265,exp_cycles_depvary_step8_batch_yyy07.pl,a2,yes,yes,no
4266,exp_cycles_depvary_step8_batch_yyy07.pl,u1,yes,yes,no
4267,exp_cycles_depvary_step8_batch_yyy07.pl,f1,no,no,no
4268,exp_cycles_depvary_step8_batch_yyy07.pl,c1,yes,yes,no
4269,exp_cycles_depvary_step8_batch_yyy07.pl,b5,no,no,no
4270,exp_cycles_depvary_step8_batch_yyy08.pl,z6,no,no,yes
4271,exp_cycles_depvary_step8_batch_yyy08.pl,w2,yes,no,no
4272,exp_cycles_depvary_step8_batch_yyy08.pl,v5,no,no,yes
4273,exp_cycles_depvary_step8_batch_yyy08.pl,z1,no,no,no
4274,exp_cycles_depvary_step8_batch_yyy08.pl,q4,no,no,yes
4275,exp_cycles_depvary_step8_batch_yyy08.pl,w4,no,no,no
4276,exp_cycles_depvary_step8_batch_yyy08.pl,r1,yes,no,no
4277,exp_cycles_depvary_step8_batch_yyy08.pl,a1,no,no,no
4278,exp_cycles_depvary_step8_batch_yyy08.pl,u2,yes,no,no
4279,exp_cycles_depvary_step8_batch_yyy08.pl,w3,yes,no,no
4280,exp_cycles_depvary_step8_batch_yyy09.pl,d5,no,no,yes
4281,exp_cycles_depvary_step8_batch_yyy09.pl,u4,no,no,yes
4282,exp_cycles_depvary_step8_batch_yyy09.pl,f5,no,no,yes
4283,exp_cycles_depvary_step8_batch_yyy09.pl,w1,no,no,no
4284,exp_cycles_depvary_step8_batch_yyy09.pl,y2,yes,no,no
4285,exp_cycles_depvary_step8_batch_yyy09.pl,r2,yes,no,no
4286,exp_cycles_depvary_step8_batch_yyy09.pl,r3,no,no,yes
4287,exp_cycles_depvary_step8_batch_yyy09.pl,s2,no,no,no
4288,exp_cycles_depvary_step8_batch_yyy09.pl,z1,no,no,no
4289,exp_cycles_depvary_step8_batch_yyy09.pl,c5,no,no,no
4290,exp_cycles_depvary_step8_batch_yyy10.pl,u5,no,no,yes
4291,exp_cycles_depvary_step8_batch_yyy10.pl,s3,no,no,yes
4292,exp_cycles_depvary_step8_batch_yyy10.pl,y4,yes,yes,no
4293,exp_cycles_depvary_step8_batch_yyy10.pl,f1,no,no,no
4294,exp_cycles_depvary_step8_batch_yyy10.pl,d3,no,no,no
4295,exp_cycles_depvary_step8_batch_yyy10.pl,w6,no,no,yes
4296,exp_cycles_depvary_step8_batch_yyy10.pl,x5,no,no,yes
4297,exp_cycles_depvary_step8_batch_yyy10.pl,f4,no,no,no
4298,exp_cycles_depvary_step8_batch_yyy10.pl,x6,no,no,yes
4299,exp_cycles_depvary_step8_batch_yyy10.pl,r3,no,no,no
4300,exp_cycles_depvary_step9_batch_yyy01.pl,e1,no,no,no
4301,exp_cycles_depvary_step9_batch_yyy01.pl,p5,no,no,no
4302,exp_cycles_depvary_step9_batch_yyy01.pl,v6,no,no,yes
4303,exp_cycles_depvary_step9_batch_yyy01.pl,w6,no,no,yes
4304,exp_cycles_depvary_step9_batch_yyy01.pl,p3,yes,no,no
4305,exp_cycles_depvary_step9_batch_yyy01.pl,t7,no,no,yes
