Unnamed: 0,instance,goal,adm_result,stb_result,is_trivial
3550,exp_cycles_depvary_step1_batch_yyy06.pl,u1,no,no,yes
3551,exp_cycles_depvary_step1_batch_yyy06.pl,c2,no,no,yes
3553,exp_cycles_depvary_step1_batch_yyy06.pl,r7,no,no,yes
3555,exp_cycles_depvary_step1_batch_yyy06.pl,y5,no,no,yes
3556,exp_cycles_depvary_step1_batch_yyy06.pl,s3,no,no,yes
3557,exp_cycles_depvary_step1_batch_yyy06.pl,c4,no,no,yes
3558,exp_cycles_depvary_step1_batch_yyy06.pl,a6,no,no,yes
3559,exp_cycles_depvary_step1_batch_yyy06.pl,v7,no,no,yes
3560,exp_cycles_depvary_step1_batch_yyy07.pl,w7,no,no,yes
3561,exp_cycles_depvary_step1_batch_yyy07.pl,d4,no,no,yes
3562,exp_cycles_depvary_step1_batch_yyy07.pl,w2,no,no,yes
3563,exp_cycles_depvary_step1_batch_yyy07.pl,w4,no,no,yes
3564,exp_cycles_depvary_step1_batch_yyy07.pl,t2,no,no,yes
3565,exp_cycles_depvary_step1_batch_yyy07.pl,d2,no,no,yes
3566,exp_cycles_depvary_step1_batch_yyy07.pl,y6,no,no,yes
3567,exp_cycles_depvary_step1_batch_yyy07.pl,x4,no,no,yes
3568,exp_cycles_depvary_step1_batch_yyy07.pl,s5,no,no,yes
3569,exp_cycles_depvary_step1_batch_yyy07.pl,t3,no,no,yes
3570,exp_cycles_depvary_step1_batch_yyy08.pl,c4,no,no,yes
3571,exp_cycles_depvary_step1_batch_yyy08.pl,u7,no,no,yes
3572,exp_cycles_depvary_step1_batch_yyy08.pl,t3,no,no,yes
3573,exp_cycles_depvary_step1_batch_yyy08.pl,t6,no,no,yes
3575,exp_cycles_depvary_step1_batch_yyy08.pl,y5,no,no,yes
3576,exp_cycles_depvary_step1_batch_yyy08.pl,y3,no,no,yes
3577,exp_cycles_depvary_step1_batch_yyy08.pl,e4,no,no,yes
3578,exp_cycles_depvary_step1_batch_yyy08.pl,r2,no,no,yes
3580,exp_cycles_depvary_step1_batch_yyy09.pl,y4,no,no,yes
3581,exp_cycles_depvary_step1_batch_yyy09.pl,p4,no,no,yes
3582,exp_cycles_depvary_step1_batch_yyy09.pl,v5,no,no,yes
3583,exp_cycles_depvary_step1_batch_yyy09.pl,t6,no,no,yes
3584,exp_cycles_depvary_step1_batch_yyy09.pl,q4,no,no,yes
3585,exp_cycles_depvary_step1_batch_yyy09.pl,v1,no,no,yes
3586,exp_cycles_depvary_step1_batch_yyy09.pl,f3,no,no,yes
3587,exp_cycles_depvary_step1_batch_yyy09.pl,q7,no,no,yes
3588,exp_cycles_depvary_step1_batch_yyy09.pl,r3,no,no,yes
3589,exp_cycles_depvary_step1_batch_yyy09.pl,u2,no,no,yes
3590,exp_cycles_depvary_step1_batch_yyy10.pl,u5,no,no,yes
3591,exp_cycles_depvary_step1_batch_yyy10.pl,r4,no,no,yes
3592,exp_cycles_depvary_step1_batch_yyy10.pl,a3,no,no,yes
3594,exp_cycles_depvary_step1_batch_yyy10.pl,y6,no,no,yes
3595,exp_cycles_depvary_step1_batch_yyy10.pl,a2,no,no,yes
3596,exp_cycles_depvary_step1_batch_yyy10.pl,a6,no,no,yes
3597,exp_cycles_depvary_step1_batch_yyy10.pl,v7,no,no,yes
3598,exp_cycles_depvary_step1_batch_yyy10.pl,z5,no,no,yes
3600,exp_cycles_depvary_step2_batch_yyy01.pl,d3,no,no,yes
3601,exp_cycles_depvary_step2_batch_yyy01.pl,t6,no,no,yes
3602,exp_cycles_depvary_step2_batch_yyy01.pl,a4,no,no,yes
3603,exp_cycles_depvary_step2_batch_yyy01.pl,b5,no,no,yes
3604,exp_cycles_depvary_step2_batch_yyy01.pl,c3,no,no,yes
3605,exp_cycles_depvary_step2_batch_yyy01.pl,t5,no,no,yes
3607,exp_cycles_depvary_step2_batch_yyy01.pl,p3,no,no,yes
3609,exp_cycles_depvary_step2_batch_yyy01.pl,u2,no,no,yes
3610,exp_cycles_depvary_step2_batch_yyy02.pl,u5,no,no,yes
3611,exp_cycles_depvary_step2_batch_yyy02.pl,y4,no,no,yes
3612,exp_cycles_depvary_step2_batch_yyy02.pl,p5,no,no,yes
3613,exp_cycles_depvary_step2_batch_yyy02.pl,b4,no,no,yes
3614,exp_cycles_depvary_step2_batch_yyy02.pl,x7,no,no,yes
3615,exp_cycles_depvary_step2_batch_yyy02.pl,w1,no,no,yes
3617,exp_cycles_depvary_step2_batch_yyy02.pl,e2,no,no,yes
3618,exp_cycles_depvary_step2_batch_yyy02.pl,y6,no,no,yes
3619,exp_cycles_depvary_step2_batch_yyy02.pl,w3,no,no,yes
3620,exp_cycles_depvary_step2_batch_yyy03.pl,t4,no,no,yes
3621,exp_cycles_depvary_step2_batch_yyy03.pl,w7,no,no,yes
3622,exp_cycles_depvary_step2_batch_yyy03.pl,d4,no,no,yes
3623,exp_cycles_depvary_step2_batch_yyy03.pl,v6,no,no,yes
3625,exp_cycles_depvary_step2_batch_yyy03.pl,t2,no,no,yes
3626,exp_cycles_depvary_step2_batch_yyy03.pl,s1,no,no,yes
3629,exp_cycles_depvary_step2_batch_yyy03.pl,p6,no,no,yes
3630,exp_cycles_depvary_step2_batch_yyy04.pl,v2,no,no,yes
3631,exp_cycles_depvary_step2_batch_yyy04.pl,t3,no,no,yes
3632,exp_cycles_depvary_step2_batch_yyy04.pl,a4,no,no,yes
3633,exp_cycles_depvary_step2_batch_yyy04.pl,c6,no,no,yes
3636,exp_cycles_depvary_step2_batch_yyy04.pl,a5,no,no,yes
3637,exp_cycles_depvary_step2_batch_yyy04.pl,q3,no,no,yes
3638,exp_cycles_depvary_step2_batch_yyy04.pl,y2,no,no,yes
3641,exp_cycles_depvary_step2_batch_yyy05.pl,q4,no,no,yes
3643,exp_cycles_depvary_step2_batch_yyy05.pl,r4,no,no,yes
3644,exp_cycles_depvary_step2_batch_yyy05.pl,p2,no,no,yes
3645,exp_cycles_depvary_step2_batch_yyy05.pl,a3,no,no,yes
3646,exp_cycles_depvary_step2_batch_yyy05.pl,v3,no,no,yes
3648,exp_cycles_depvary_step2_batch_yyy05.pl,p5,no,no,yes
3649,exp_cycles_depvary_step2_batch_yyy05.pl,d4,no,no,yes
3650,exp_cycles_depvary_step2_batch_yyy06.pl,t4,no,no,yes
3651,exp_cycles_depvary_step2_batch_yyy06.pl,z5,no,no,yes
3652,exp_cycles_depvary_step2_batch_yyy06.pl,w5,no,no,yes
3653,exp_cycles_depvary_step2_batch_yyy06.pl,x7,no,no,yes
3654,exp_cycles_depvary_step2_batch_yyy06.pl,f3,no,no,yes
3655,exp_cycles_depvary_step2_batch_yyy06.pl,d2,no,no,yes
3656,exp_cycles_depvary_step2_batch_yyy06.pl,f4,no,no,yes
3659,exp_cycles_depvary_step2_batch_yyy06.pl,r6,no,no,yes
3660,exp_cycles_depvary_step2_batch_yyy07.pl,t4,no,no,yes
3661,exp_cycles_depvary_step2_batch_yyy07.pl,v2,no,no,yes
3662,exp_cycles_depvary_step2_batch_yyy07.pl,x3,no,no,yes
3663,exp_cycles_depvary_step2_batch_yyy07.pl,y3,no,no,yes
3664,exp_cycles_depvary_step2_batch_yyy07.pl,z2,no,no,yes
3665,exp_cycles_depvary_step2_batch_yyy07.pl,r4,no,no,yes
3667,exp_cycles_depvary_step2_batch_yyy07.pl,r7,no,no,yes
3668,exp_cycles_depvary_step2_batch_yyy07.pl,f4,no,no,yes
3669,exp_cycles_depvary_step2_batch_yyy07.pl,a3,no,no,yes
3670,exp_cycles_depvary_step2_batch_yyy08.pl,u6,no,no,yes
3671,exp_cycles_depvary_step2_batch_yyy08.pl,p5,no,no,yes
3672,exp_cycles_depvary_step2_batch_yyy08.pl,d3,no,no,yes
3673,exp_cycles_depvary_step2_batch_yyy08.pl,v5,no,no,yes
3674,exp_cycles_depvary_step2_batch_yyy08.pl,s5,no,no,yes
3675,exp_cycles_depvary_step2_batch_yyy08.pl,w4,no,no,yes
3676,exp_cycles_depvary_step2_batch_yyy08.pl,t7,no,no,yes
3677,exp_cycles_depvary_step2_batch_yyy08.pl,f2,no,no,yes
3678,exp_cycles_depvary_step2_batch_yyy08.pl,z4,no,no,yes
3679,exp_cycles_depvary_step2_batch_yyy08.pl,e4,no,no,yes
3680,exp_cycles_depvary_step2_batch_yyy09.pl,c4,no,no,yes
3681,exp_cycles_depvary_step2_batch_yyy09.pl,z5,no,no,yes
3682,exp_cycles_depvary_step2_batch_yyy09.pl,p7,no,no,yes
3683,exp_cycles_depvary_step2_batch_yyy09.pl,v5,no,no,yes
3684,exp_cycles_depvary_step2_batch_yyy09.pl,b4,no,no,yes
3686,exp_cycles_depvary_step2_batch_yyy09.pl,u3,no,no,yes
3687,exp_cycles_depvary_step2_batch_yyy09.pl,y2,no,no,yes
3688,exp_cycles_depvary_step2_batch_yyy09.pl,v3,no,no,yes
3689,exp_cycles_depvary_step2_batch_yyy09.pl,u2,no,no,yes
3690,exp_cycles_depvary_step2_batch_yyy10.pl,t4,no,no,yes
3692,exp_cycles_depvary_step2_batch_yyy10.pl,t3,no,no,yes
3694,exp_cycles_depvary_step2_batch_yyy10.pl,x7,no,no,yes
3695,exp_cycles_depvary_step2_batch_yyy10.pl,x5,no,no,yes
3696,exp_cycles_depvary_step2_batch_yyy10.pl,s7,no,no,yes
3700,exp_cycles_depvary_step3_batch_yyy01.pl,z5,no,no,yes
3701,exp_cycles_depvary_step3_batch_yyy01.pl,u7,no,no,yes
3702,exp_cycles_depvary_step3_batch_yyy01.pl,e4,no,no,yes
3703,exp_cycles_depvary_step3_batch_yyy01.pl,b5,no,no,yes
3705,exp_cycles_depvary_step3_batch_yyy01.pl,v3,no,no,yes
3706,exp_cycles_depvary_step3_batch_yyy01.pl,y6,no,no,yes
3707,exp_cycles_depvary_step3_batch_yyy01.pl,w3,no,no,yes
3708,exp_cycles_depvary_step3_batch_yyy01.pl,u6,no,no,yes
3709,exp_cycles_depvary_step3_batch_yyy01.pl,d5,no,no,yes
3710,exp_cycles_depvary_step3_batch_yyy02.pl,z5,no,no,yes
3711,exp_cycles_depvary_step3_batch_yyy02.pl,b4,no,no,yes
3713,exp_cycles_depvary_step3_batch_yyy02.pl,w6,no,no,yes
3715,exp_cycles_depvary_step3_batch_yyy02.pl,s6,no,no,yes
3716,exp_cycles_depvary_step3_batch_yyy02.pl,r4,no,no,yes
3717,exp_cycles_depvary_step3_batch_yyy02.pl,q3,no,no,yes
3718,exp_cycles_depvary_step3_batch_yyy02.pl,u6,no,no,yes
3719,exp_cycles_depvary_step3_batch_yyy02.pl,d5,no,no,yes
3720,exp_cycles_depvary_step3_batch_yyy03.pl,z6,no,no,yes
3721,exp_cycles_depvary_step3_batch_yyy03.pl,x3,no,no,yes
3722,exp_cycles_depvary_step3_batch_yyy03.pl,e5,no,no,yes
3723,exp_cycles_depvary_step3_batch_yyy03.pl,t3,no,no,yes
3725,exp_cycles_depvary_step3_batch_yyy03.pl,z4,no,no,yes
3727,exp_cycles_depvary_step3_batch_yyy03.pl,t7,no,no,yes
3728,exp_cycles_depvary_step3_batch_yyy03.pl,y2,no,no,yes
3730,exp_cycles_depvary_step3_batch_yyy04.pl,v6,no,no,yes
3731,exp_cycles_depvary_step3_batch_yyy04.pl,u7,no,no,yes
3732,exp_cycles_depvary_step3_batch_yyy04.pl,x7,no,no,yes
3733,exp_cycles_depvary_step3_batch_yyy04.pl,y3,no,no,yes
3734,exp_cycles_depvary_step3_batch_yyy04.pl,s1,no,no,yes
3735,exp_cycles_depvary_step3_batch_yyy04.pl,y6,no,no,yes
3737,exp_cycles_depvary_step3_batch_yyy04.pl,t6,no,no,yes
3738,exp_cycles_depvary_step3_batch_yyy04.pl,u2,no,no,yes
3740,exp_cycles_depvary_step3_batch_yyy05.pl,p5,no,no,yes
3743,exp_cycles_depvary_step3_batch_yyy05.pl,x7,no,no,yes
3745,exp_cycles_depvary_step3_batch_yyy05.pl,p3,no,no,yes
3746,exp_cycles_depvary_step3_batch_yyy05.pl,z2,no,no,yes
3747,exp_cycles_depvary_step3_batch_yyy05.pl,w3,no,no,yes
3748,exp_cycles_depvary_step3_batch_yyy05.pl,y3,no,no,yes
3749,exp_cycles_depvary_step3_batch_yyy05.pl,e4,no,no,yes
3750,exp_cycles_depvary_step3_batch_yyy06.pl,s3,no,no,yes
3751,exp_cycles_depvary_step3_batch_yyy06.pl,z5,no,no,yes
3752,exp_cycles_depvary_step3_batch_yyy06.pl,p5,no,no,yes
3753,exp_cycles_depvary_step3_batch_yyy06.pl,r6,no,no,yes
3754,exp_cycles_depvary_step3_batch_yyy06.pl,w5,no,no,yes
3755,exp_cycles_depvary_step3_batch_yyy06.pl,t3,no,no,yes
3756,exp_cycles_depvary_step3_batch_yyy06.pl,t6,no,no,yes
3757,exp_cycles_depvary_step3_batch_yyy06.pl,r7,no,no,yes
3760,exp_cycles_depvary_step3_batch_yyy07.pl,t5,no,no,yes
3761,exp_cycles_depvary_step3_batch_yyy07.pl,y4,no,no,yes
3762,exp_cycles_depvary_step3_batch_yyy07.pl,u4,no,no,yes
3763,exp_cycles_depvary_step3_batch_yyy07.pl,a4,no,no,yes
3765,exp_cycles_depvary_step3_batch_yyy07.pl,q3,no,no,yes
3767,exp_cycles_depvary_step3_batch_yyy07.pl,y5,no,no,yes
3768,exp_cycles_depvary_step3_batch_yyy07.pl,c5,no,no,yes
3769,exp_cycles_depvary_step3_batch_yyy07.pl,t6,no,no,yes
3771,exp_cycles_depvary_step3_batch_yyy08.pl,t3,no,no,yes
3772,exp_cycles_depvary_step3_batch_yyy08.pl,p3,no,no,yes
3773,exp_cycles_depvary_step3_batch_yyy08.pl,t7,no,no,yes
3774,exp_cycles_depvary_step3_batch_yyy08.pl,e3,no,no,yes
3776,exp_cycles_depvary_step3_batch_yyy08.pl,v3,no,no,yes
3777,exp_cycles_depvary_step3_batch_yyy08.pl,p6,no,no,yes
3780,exp_cycles_depvary_step3_batch_yyy09.pl,d5,no,no,yes
3781,exp_cycles_depvary_step3_batch_yyy09.pl,a6,no,no,yes
3782,exp_cycles_depvary_step3_batch_yyy09.pl,d4,no,no,yes
3784,exp_cycles_depvary_step3_batch_yyy09.pl,t3,no,no,yes
3787,exp_cycles_depvary_step3_batch_yyy09.pl,a3,no,no,yes
3790,exp_cycles_depvary_step3_batch_yyy10.pl,d5,no,no,yes
3792,exp_cycles_depvary_step3_batch_yyy10.pl,w7,no,no,yes
3794,exp_cycles_depvary_step3_batch_yyy10.pl,b4,no,no,yes
3796,exp_cycles_depvary_step3_batch_yyy10.pl,t1,no,no,yes
3798,exp_cycles_depvary_step3_batch_yyy10.pl,w3,no,no,yes
3799,exp_cycles_depvary_step3_batch_yyy10.pl,q2,no,no,yes
3800,exp_cycles_depvary_step4_batch_yyy01.pl,s4,no,no,yes
3802,exp_cycles_depvary_step4_batch_yyy01.pl,u4,no,no,yes
3803,exp_cycles_depvary_step4_batch_yyy01.pl,q4,no,no,yes
3804,exp_cycles_depvary_step4_batch_yyy01.pl,v1,no,no,yes
3806,exp_cycles_depvary_step4_batch_yyy01.pl,y1,no,no,yes
3807,exp_cycles_depvary_step4_batch_yyy01.pl,y5,no,no,yes
3810,exp_cycles_depvary_step4_batch_yyy02.pl,r6,no,no,yes
3811,exp_cycles_depvary_step4_batch_yyy02.pl,c5,no,no,yes
3812,exp_cycles_depvary_step4_batch_yyy02.pl,q4,no,no,yes
3814,exp_cycles_depvary_step4_batch_yyy02.pl,w4,no,no,yes
3815,exp_cycles_depvary_step4_batch_yyy02.pl,u2,no,no,yes
3816,exp_cycles_depvary_step4_batch_yyy02.pl,a6,no,no,yes
3817,exp_cycles_depvary_step4_batch_yyy02.pl,y4,no,no,yes
3818,exp_cycles_depvary_step4_batch_yyy02.pl,z4,no,no,yes
3819,exp_cycles_depvary_step4_batch_yyy02.pl,r5,no,no,yes
3821,exp_cycles_depvary_step4_batch_yyy03.pl,t3,no,no,yes
3822,exp_cycles_depvary_step4_batch_yyy03.pl,x5,no,no,yes
3824,exp_cycles_depvary_step4_batch_yyy03.pl,b6,no,no,yes
3826,exp_cycles_depvary_step4_batch_yyy03.pl,t5,no,no,yes
3827,exp_cycles_depvary_step4_batch_yyy03.pl,s3,no,no,yes
3828,exp_cycles_depvary_step4_batch_yyy03.pl,s4,no,no,yes
3829,exp_cycles_depvary_step4_batch_yyy03.pl,v7,no,no,yes
3831,exp_cycles_depvary_step4_batch_yyy04.pl,z5,no,no,yes
3832,exp_cycles_depvary_step4_batch_yyy04.pl,w6,no,no,yes
3834,exp_cycles_depvary_step4_batch_yyy04.pl,u3,no,no,yes
3835,exp_cycles_depvary_step4_batch_yyy04.pl,z3,no,no,yes
3839,exp_cycles_depvary_step4_batch_yyy04.pl,t1,no,no,yes
3840,exp_cycles_depvary_step4_batch_yyy05.pl,z6,no,no,yes
3841,exp_cycles_depvary_step4_batch_yyy05.pl,w5,no,no,yes
3842,exp_cycles_depvary_step4_batch_yyy05.pl,y3,no,no,yes
3843,exp_cycles_depvary_step4_batch_yyy05.pl,s4,no,no,yes
3844,exp_cycles_depvary_step4_batch_yyy05.pl,y4,no,no,yes
3845,exp_cycles_depvary_step4_batch_yyy05.pl,p4,no,no,yes
3846,exp_cycles_depvary_step4_batch_yyy05.pl,p5,no,no,yes
3847,exp_cycles_depvary_step4_batch_yyy05.pl,d4,no,no,yes
3848,exp_cycles_depvary_step4_batch_yyy05.pl,x5,no,no,yes
3849,exp_cycles_depvary_step4_batch_yyy05.pl,t7,no,no,yes
3850,exp_cycles_depvary_step4_batch_yyy06.pl,q6,no,no,yes
3852,exp_cycles_depvary_step4_batch_yyy06.pl,u7,no,no,yes
3853,exp_cycles_depvary_step4_batch_yyy06.pl,t3,no,no,yes
3854,exp_cycles_depvary_step4_batch_yyy06.pl,f5,no,no,yes
3855,exp_cycles_depvary_step4_batch_yyy06.pl,x6,no,no,yes
3856,exp_cycles_depvary_step4_batch_yyy06.pl,r7,no,no,yes
3860,exp_cycles_depvary_step4_batch_yyy07.pl,x3,no,no,yes
3861,exp_cycles_depvary_step4_batch_yyy07.pl,t3,no,no,yes
3864,exp_cycles_depvary_step4_batch_yyy07.pl,p3,no,no,yes
3866,exp_cycles_depvary_step4_batch_yyy07.pl,z3,no,no,yes
3868,exp_cycles_depvary_step4_batch_yyy07.pl,x4,no,no,yes
3869,exp_cycles_depvary_step4_batch_yyy07.pl,w3,no,no,yes
3871,exp_cycles_depvary_step4_batch_yyy08.pl,e4,no,no,yes
3872,exp_cycles_depvary_step4_batch_yyy08.pl,b5,no,no,yes
3873,exp_cycles_depvary_step4_batch_yyy08.pl,f4,no,no,yes
3876,exp_cycles_depvary_step4_batch_yyy08.pl,s4,no,no,yes
3877,exp_cycles_depvary_step4_batch_yyy08.pl,v7,no,no,yes
3879,exp_cycles_depvary_step4_batch_yyy08.pl,t6,no,no,yes
3880,exp_cycles_depvary_step4_batch_yyy09.pl,t5,no,no,yes
3881,exp_cycles_depvary_step4_batch_yyy09.pl,e4,no,no,yes
3882,exp_cycles_depvary_step4_batch_yyy09.pl,x5,no,no,yes
3883,exp_cycles_depvary_step4_batch_yyy09.pl,y5,no,no,yes
3884,exp_cycles_depvary_step4_batch_yyy09.pl,w3,no,no,yes
3885,exp_cycles_depvary_step4_batch_yyy09.pl,p4,no,no,yes
3886,exp_cycles_depvary_step4_batch_yyy09.pl,p7,no,no,yes
3887,exp_cycles_depvary_step4_batch_yyy09.pl,p5,no,no,yes
3888,exp_cycles_depvary_step4_batch_yyy09.pl,w6,no,no,yes
3889,exp_cycles_depvary_step4_batch_yyy09.pl,f5,no,no,yes
3891,exp_cycles_depvary_step4_batch_yyy10.pl,u7,no,no,yes
3892,exp_cycles_depvary_step4_batch_yyy10.pl,z4,no,no,yes
3894,exp_cycles_depvary_step4_batch_yyy10.pl,x5,no,no,yes
3895,exp_cycles_depvary_step4_batch_yyy10.pl,u3,no,no,yes
3896,exp_cycles_depvary_step4_batch_yyy10.pl,f4,no,no,yes
3898,exp_cycles_depvary_step4_batch_yyy10.pl,p7,no,no,yes
3899,exp_cycles_depvary_step4_batch_yyy10.pl,x3,no,no,yes
3900,exp_cycles_depvary_step5_batch_yyy01.pl,u5,no,no,yes
3901,exp_cycles_depvary_step5_batch_yyy01.pl,c4,no,no,yes
3902,exp_cycles_depvary_step5_batch_yyy01.pl,d4,no,no,yes
3903,exp_cycles_depvary_step5_batch_yyy01.pl,u4,no,no,yes
3905,exp_cycles_depvary_step5_batch_yyy01.pl,w4,no,no,yes
3906,exp_cycles_depvary_step5_batch_yyy01.pl,s7,no,no,yes
3909,exp_cycles_depvary_step5_batch_yyy01.pl,q6,no,no,yes
3910,exp_cycles_depvary_step5_batch_yyy02.pl,c4,no,no,yes
3911,exp_cycles_depvary_step5_batch_yyy02.pl,p7,no,no,yes
3913,exp_cycles_depvary_step5_batch_yyy02.pl,b4,no,no,yes
3914,exp_cycles_depvary_step5_batch_yyy02.pl,e4,no,no,yes
3917,exp_cycles_depvary_step5_batch_yyy02.pl,q7,no,no,yes
3919,exp_cycles_depvary_step5_batch_yyy02.pl,r4,no,no,yes
3920,exp_cycles_depvary_step5_batch_yyy03.pl,a6,no,no,yes
3922,exp_cycles_depvary_step5_batch_yyy03.pl,v5,no,no,yes
3923,exp_cycles_depvary_step5_batch_yyy03.pl,s2,no,no,yes
3924,exp_cycles_depvary_step5_batch_yyy03.pl,f5,no,no,yes
3925,exp_cycles_depvary_step5_batch_yyy03.pl,r7,no,no,yes
3927,exp_cycles_depvary_step5_batch_yyy03.pl,q7,no,no,yes
3928,exp_cycles_depvary_step5_batch_yyy03.pl,z5,no,no,yes
3931,exp_cycles_depvary_step5_batch_yyy04.pl,a6,no,no,yes
3932,exp_cycles_depvary_step5_batch_yyy04.pl,v5,no,no,yes
3933,exp_cycles_depvary_step5_batch_yyy04.pl,w6,no,no,yes
3934,exp_cycles_depvary_step5_batch_yyy04.pl,y3,no,no,yes
3937,exp_cycles_depvary_step5_batch_yyy04.pl,v6,no,no,yes
3938,exp_cycles_depvary_step5_batch_yyy04.pl,r6,no,no,yes
3939,exp_cycles_depvary_step5_batch_yyy04.pl,e5,no,no,yes
3941,exp_cycles_depvary_step5_batch_yyy05.pl,r5,no,no,yes
3942,exp_cycles_depvary_step5_batch_yyy05.pl,y6,no,no,yes
3944,exp_cycles_depvary_step5_batch_yyy05.pl,a5,no,no,yes
3950,exp_cycles_depvary_step5_batch_yyy06.pl,u5,no,no,yes
3951,exp_cycles_depvary_step5_batch_yyy06.pl,t5,no,no,yes
3952,exp_cycles_depvary_step5_batch_yyy06.pl,y4,no,no,yes
3953,exp_cycles_depvary_step5_batch_yyy06.pl,v6,no,no,yes
3954,exp_cycles_depvary_step5_batch_yyy06.pl,s5,no,no,yes
3957,exp_cycles_depvary_step5_batch_yyy06.pl,c6,no,no,yes
3960,exp_cycles_depvary_step5_batch_yyy07.pl,u6,no,no,yes
3961,exp_cycles_depvary_step5_batch_yyy07.pl,q6,no,no,yes
3963,exp_cycles_depvary_step5_batch_yyy07.pl,z4,no,no,yes
3965,exp_cycles_depvary_step5_batch_yyy07.pl,p2,no,no,yes
3966,exp_cycles_depvary_step5_batch_yyy07.pl,f4,no,no,yes
3968,exp_cycles_depvary_step5_batch_yyy07.pl,p6,no,no,yes
3971,exp_cycles_depvary_step5_batch_yyy08.pl,d4,no,no,yes
3974,exp_cycles_depvary_step5_batch_yyy08.pl,f5,no,no,yes
3976,exp_cycles_depvary_step5_batch_yyy08.pl,y6,no,no,yes
3978,exp_cycles_depvary_step5_batch_yyy08.pl,t5,no,no,yes
3980,exp_cycles_depvary_step5_batch_yyy09.pl,w5,no,no,yes
3983,exp_cycles_depvary_step5_batch_yyy09.pl,q7,no,no,yes
3984,exp_cycles_depvary_step5_batch_yyy09.pl,p6,no,no,yes
3985,exp_cycles_depvary_step5_batch_yyy09.pl,s4,no,no,yes
3986,exp_cycles_depvary_step5_batch_yyy09.pl,y4,no,no,yes
3987,exp_cycles_depvary_step5_batch_yyy09.pl,x5,no,no,yes
3990,exp_cycles_depvary_step5_batch_yyy10.pl,p4,no,no,yes
3991,exp_cycles_depvary_step5_batch_yyy10.pl,u1,no,no,yes
3993,exp_cycles_depvary_step5_batch_yyy10.pl,x2,no,no,yes
3994,exp_cycles_depvary_step5_batch_yyy10.pl,x5,no,no,yes
3996,exp_cycles_depvary_step5_batch_yyy10.pl,s4,no,no,yes
3997,exp_cycles_depvary_step5_batch_yyy10.pl,y4,no,no,yes
3999,exp_cycles_depvary_step5_batch_yyy10.pl,x1,no,no,yes
4000,exp_cycles_depvary_step6_batch_yyy01.pl,z5,no,no,yes
4002,exp_cycles_depvary_step6_batch_yyy01.pl,s5,no,no,yes
4004,exp_cycles_depvary_step6_batch_yyy01.pl,y5,no,no,yes
4006,exp_cycles_depvary_step6_batch_yyy01.pl,t5,no,no,yes
4008,exp_cycles_depvary_step6_batch_yyy01.pl,a6,no,no,yes
4009,exp_cycles_depvary_step6_batch_yyy01.pl,s4,no,no,yes
4010,exp_cycles_depvary_step6_batch_yyy02.pl,y4,no,no,yes
4013,exp_cycles_depvary_step6_batch_yyy02.pl,x2,no,no,yes
4016,exp_cycles_depvary_step6_batch_yyy02.pl,p7,no,no,yes
4017,exp_cycles_depvary_step6_batch_yyy02.pl,p5,no,no,yes
4019,exp_cycles_depvary_step6_batch_yyy02.pl,u1,no,no,yes
4021,exp_cycles_depvary_step6_batch_yyy03.pl,a5,no,no,yes
4022,exp_cycles_depvary_step6_batch_yyy03.pl,z4,no,no,yes
4026,exp_cycles_depvary_step6_batch_yyy03.pl,x4,no,no,yes
4027,exp_cycles_depvary_step6_batch_yyy03.pl,p6,no,no,yes
4029,exp_cycles_depvary_step6_batch_yyy03.pl,x6,no,no,yes
4030,exp_cycles_depvary_step6_batch_yyy04.pl,z6,no,no,yes
4032,exp_cycles_depvary_step6_batch_yyy04.pl,c5,no,no,yes
4035,exp_cycles_depvary_step6_batch_yyy04.pl,y5,no,no,yes
4036,exp_cycles_depvary_step6_batch_yyy04.pl,t4,no,no,yes
4037,exp_cycles_depvary_step6_batch_yyy04.pl,s3,no,no,yes
4038,exp_cycles_depvary_step6_batch_yyy04.pl,d4,no,no,yes
4040,exp_cycles_depvary_step6_batch_yyy05.pl,u6,no,no,yes
4041,exp_cycles_depvary_step6_batch_yyy05.pl,s3,no,no,yes
4043,exp_cycles_depvary_step6_batch_yyy05.pl,w7,no,no,yes
4044,exp_cycles_depvary_step6_batch_yyy05.pl,q6,no,no,yes
4046,exp_cycles_depvary_step6_batch_yyy05.pl,v6,no,no,yes
4047,exp_cycles_depvary_step6_batch_yyy05.pl,v5,no,no,yes
4048,exp_cycles_depvary_step6_batch_yyy05.pl,a5,no,no,yes
4050,exp_cycles_depvary_step6_batch_yyy06.pl,u5,no,no,yes
4051,exp_cycles_depvary_step6_batch_yyy06.pl,w7,no,no,yes
4052,exp_cycles_depvary_step6_batch_yyy06.pl,z5,no,no,yes
4055,exp_cycles_depvary_step6_batch_yyy06.pl,x5,no,no,yes
4058,exp_cycles_depvary_step6_batch_yyy06.pl,a5,no,no,yes
4060,exp_cycles_depvary_step6_batch_yyy07.pl,t5,no,no,yes
4061,exp_cycles_depvary_step6_batch_yyy07.pl,s4,no,no,yes
4067,exp_cycles_depvary_step6_batch_yyy07.pl,p6,no,no,yes
4072,exp_cycles_depvary_step6_batch_yyy08.pl,e5,no,no,yes
4073,exp_cycles_depvary_step6_batch_yyy08.pl,q5,no,no,yes
4075,exp_cycles_depvary_step6_batch_yyy08.pl,f5,no,no,yes
4078,exp_cycles_depvary_step6_batch_yyy08.pl,b6,no,no,yes
